term_id	sign_score	annotation_gene	start_time	end_time	geneSize	timeSize
29447	0.0021	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G22360', 'AT2G24020', 'AT2G42975', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G21430', 'AT5G42070', 'AT5G52970']	58	75	19	18
29448	0.0021	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G22360', 'AT2G24020', 'AT2G42975', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G52970']	58	75	19	18
29473	0.0021	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G42960', 'AT1G52220', 'AT2G22360', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G21430', 'AT5G42070', 'AT5G52970']	58	75	19	18
1061	0.0021	['AT1G07510', 'AT1G15820', 'AT1G52220', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT5G12470', 'AT5G21430', 'AT5G42070', 'AT5G52970']	49	76	12	28
1063	0.0021	['AT1G07510', 'AT1G15820', 'AT1G52220', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G35770', 'AT5G21430', 'AT5G42070', 'AT5G52970']	49	76	12	28
165225	0.0021	['AT1G17850', 'AT1G54050', 'AT3G15110', 'AT5G03455', 'AT5G15250', 'AT5G39830']	84	111	6	28
165256	0.0021	['AT1G06690', 'AT1G29920', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT2G40760', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G13120']	84	111	12	28
28153	0.0021	['AT3G46780', 'AT1G23740', 'AT3G25480', 'AT5G08540', 'AT1G51110', 'AT1G75690', 'AT1G51350', 'AT3G15840', 'AT1G56500', 'AT5G19500', 'AT1G22020', 'AT4G39730', 'AT2G24020', 'AT4G16155', 'AT5G16150', 'AT4G38380', 'AT1G06690', 'AT2G42220']	58	67	18	10
72401	0.0021	['AT1G17850', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT5G42765']	65	92	6	28
72444	0.0021	['AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500']	65	92	12	28
72471	0.0021	['AT1G66670', 'AT1G67280', 'AT2G27290', 'AT3G26580', 'AT5G23890', 'AT5G42765']	65	92	6	28
140069	0.0021	['AT1G14150', 'AT2G26800', 'AT2G40100', 'AT3G01440', 'AT4G37925', 'AT5G19370']	77	104	6	28
140070	0.0021	['AT1G14150', 'AT2G17630', 'AT2G26800', 'AT2G40100', 'AT4G37925', 'AT5G19370']	77	104	6	28
107797	0.0021	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G17850', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G67280', 'AT1G74710', 'AT2G24020', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42765', 'AT5G52970']	71	83	27	13
107799	0.0021	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G17850', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G67280', 'AT1G74710', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	71	83	27	13
107805	0.0021	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G17850', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	71	83	27	13
107934	0.0021	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G67280', 'AT1G74710', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42765', 'AT5G52970']	71	83	27	13
107936	0.0021	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G67280', 'AT1G74710', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	71	83	27	13
107942	0.0021	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	71	83	27	13
44102	0.0021	['AT3G25480', 'AT2G42220', 'AT5G19500', 'AT5G16150', 'AT1G75690', 'AT1G22020', 'AT3G58010', 'AT5G59250', 'AT4G38380', 'AT1G56500', 'AT3G28850', 'AT5G08540', 'AT4G39460', 'AT1G29920', 'AT2G24020', 'AT1G10170', 'AT1G51350', 'AT4G39730']	61	70	18	10
175096	0.0021	['AT5G13120', 'AT3G26580', 'AT1G50460', 'AT4G13670', 'AT2G42975', 'AT1G07510', 'AT5G52970', 'AT1G50250', 'AT4G20820', 'AT1G27510', 'AT1G42960', 'AT5G19500', 'AT4G24750', 'AT3G15360', 'AT1G79450', 'AT2G43010', 'AT2G42220', 'AT1G74710', 'AT3G10130', 'AT1G23740', 'AT2G20270', 'AT4G35770', 'AT3G60370', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT4G39460', 'AT5G21430', 'AT4G01900', 'AT5G23890', 'AT3G24590', 'AT3G55330', 'AT1G29920', 'AT5G42765', 'AT2G35040', 'AT1G15140', 'AT1G55370', 'AT1G30510', 'AT4G13010', 'AT1G79230', 'AT1G52220', 'AT2G24020', 'AT1G15820', 'AT2G22360', 'AT5G16150', 'AT5G16660', 'AT3G57680', 'AT5G35170', 'AT4G24930', 'AT1G67280', 'AT5G12470', 'AT1G06690']	88	97	54	10
18961	0.0021	['AT1G50250', 'AT2G22360', 'AT2G42975', 'AT4G13010', 'AT5G16660', 'AT5G21430']	55	109	6	55
112478	0.0021	['AT1G07510', 'AT1G15820', 'AT2G24020', 'AT3G22690', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT5G23890', 'AT5G52970']	71	107	9	37
118483	0.0021	['AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G42975', 'AT3G24590', 'AT3G58010', 'AT4G13010', 'AT5G16660', 'AT5G21430']	72	108	9	37
184932	0.0021	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G50460', 'AT1G52220', 'AT1G74710', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G52970']	93	105	27	13
153335	0.0021	['AT1G12250', 'AT1G14150', 'AT1G76760', 'AT2G26800', 'AT2G40100', 'AT3G01440', 'AT4G23890', 'AT4G37925', 'AT5G19370']	81	99	9	19
107938	0.0021	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G67280', 'AT1G74710', 'AT1G79230', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G31560', 'AT5G23890', 'AT5G42765', 'AT5G52970']	71	83	27	13
28169	0.0021	['AT2G42220', 'AT1G23740', 'AT4G39730', 'AT3G15840', 'AT2G24020', 'AT4G01050', 'AT5G19500', 'AT5G08540', 'AT4G16155', 'AT1G75690', 'AT1G22020', 'AT1G51110', 'AT5G16150', 'AT1G51350', 'AT1G56500', 'AT3G25480', 'AT4G38380', 'AT1G06690']	58	67	18	10
184923	0.0021	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52970']	93	105	27	13
184927	0.0021	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16660', 'AT5G23890', 'AT5G52970']	93	105	27	13
178026	0.0021	['AT1G10170', 'AT1G14590', 'AT1G18730', 'AT1G31180', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT2G30950', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT4G01050', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G31560', 'AT4G39960', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	89	102	25	14
6877	0.0021	['AT1G07510', 'AT1G15820', 'AT1G52220', 'AT2G22360', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT5G12470', 'AT5G21430', 'AT5G52970']	52	77	13	26
6903	0.0021	['AT1G07510', 'AT1G15820', 'AT1G52220', 'AT2G22360', 'AT3G15360', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT5G12470', 'AT5G21430', 'AT5G52970']	52	77	13	26
108225	0.0021	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G17850', 'AT1G23740', 'AT1G31180', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G24020', 'AT2G27290', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G42765']	71	84	25	14
108229	0.0021	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G17850', 'AT1G23740', 'AT1G31180', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G27290', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G01900', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G42765']	71	84	25	14
178022	0.0021	['AT1G14590', 'AT1G18730', 'AT1G31180', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT2G30950', 'AT2G40400', 'AT3G01440', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G31560', 'AT4G39960', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	89	102	25	14
94654	0.0021	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G01900', 'AT4G20820', 'AT4G24930', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G52970']	69	82	25	14
94675	0.0021	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G31180', 'AT1G67280', 'AT1G74710', 'AT2G22360', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G01900', 'AT4G31560', 'AT4G35770', 'AT5G21430', 'AT5G42070', 'AT5G42765', 'AT5G52970']	69	82	25	14
97007	0.0021	['AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G50250', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT4G13010', 'AT4G38380', 'AT4G39730', 'AT5G12470', 'AT5G16660']	69	94	13	26
137108	0.002	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G40760', 'AT2G43010', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39460', 'AT5G12470', 'AT5G23890', 'AT5G52970']	76	107	21	32
99860	0.002	['AT1G06690', 'AT1G10170', 'AT1G29920', 'AT1G67280', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT4G35770']	69	110	8	42
33721	0.002	['AT1G22020', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT2G42220', 'AT3G25480', 'AT3G28850', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G08540', 'AT5G16150', 'AT5G19500', 'AT5G59250']	59	70	15	12
33726	0.002	['AT1G22020', 'AT1G23740', 'AT1G56500', 'AT1G75690', 'AT2G42220', 'AT3G25480', 'AT3G28850', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G08540', 'AT5G16150', 'AT5G19500', 'AT5G59250']	59	70	15	12
100637	0.002	['AT1G15140', 'AT1G50250', 'AT1G54500', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500']	70	81	15	12
133651	0.002	['AT1G07510', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT3G60370', 'AT5G21430', 'AT5G23890', 'AT5G52970']	75	108	15	34
166594	0.002	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G23740', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G35170', 'AT5G52970']	85	100	33	16
69229	0.002	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G42070', 'AT5G52970']	65	75	33	11
69232	0.002	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G42070', 'AT5G52970']	65	75	33	11
73188	0.002	['AT1G17850', 'AT1G67280', 'AT2G27290', 'AT3G26580', 'AT5G42765']	65	98	5	34
73195	0.002	['AT1G17850', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT5G42765']	65	98	5	34
140950	0.002	['AT1G14150', 'AT2G17630', 'AT2G40100', 'AT4G37925', 'AT5G19370']	77	110	5	34
175094	0.002	['AT5G13120', 'AT3G26580', 'AT2G27290', 'AT1G10170', 'AT1G42960', 'AT4G01050', 'AT4G24750', 'AT1G67280', 'AT3G10130', 'AT2G35040', 'AT4G13670', 'AT2G42975', 'AT1G07510', 'AT5G52970', 'AT1G50250', 'AT4G20820', 'AT1G27510', 'AT3G15360', 'AT2G43010', 'AT1G79450', 'AT2G42220', 'AT1G74710', 'AT1G23740', 'AT2G20270', 'AT4G35770', 'AT3G60370', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT2G40760', 'AT4G39460', 'AT5G21430', 'AT4G01900', 'AT5G23890', 'AT3G55330', 'AT1G29920', 'AT5G42765', 'AT5G19500', 'AT1G15140', 'AT1G55370', 'AT1G30510', 'AT4G13010', 'AT1G79230', 'AT1G52220', 'AT2G24020', 'AT1G15820', 'AT2G22360', 'AT5G16150', 'AT5G16660', 'AT3G57680', 'AT5G35170', 'AT4G24930', 'AT5G12470', 'AT3G24590', 'AT1G06690']	88	97	55	10
80390	0.002	['AT1G06690', 'AT1G10170', 'AT1G31180', 'AT1G52220', 'AT1G66670', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G42070', 'AT5G52970']	67	78	15	12
80392	0.002	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G31180', 'AT1G52220', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G42070', 'AT5G52970']	67	78	15	12
80398	0.002	['AT1G06690', 'AT1G10170', 'AT1G31180', 'AT1G52220', 'AT1G66670', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G42070', 'AT5G42765', 'AT5G52970']	67	78	15	12
80416	0.002	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G31180', 'AT1G52220', 'AT2G24020', 'AT2G40760', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G42070', 'AT5G52970']	67	78	15	12
80420	0.002	['AT1G14590', 'AT1G23740', 'AT1G31180', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT2G37230', 'AT3G10130', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT5G42070', 'AT5G42765', 'AT5G52970']	67	78	15	12
80425	0.002	['AT1G14590', 'AT1G23740', 'AT1G31180', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT2G24020', 'AT2G37230', 'AT3G10130', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT5G42070', 'AT5G52970']	67	78	15	12
80434	0.002	['AT1G06690', 'AT1G15820', 'AT1G17850', 'AT1G31180', 'AT1G52220', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G42070', 'AT5G52970']	67	78	15	12
80443	0.002	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G31180', 'AT1G50250', 'AT1G52220', 'AT2G24020', 'AT2G40760', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G52970']	67	78	15	12
18975	0.002	['AT1G50250', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G12470', 'AT5G16660']	55	110	6	56
18981	0.002	['AT1G07510', 'AT1G15820', 'AT1G50250', 'AT4G13010', 'AT5G16660', 'AT5G21430']	55	110	6	56
183394	0.002	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G27510', 'AT1G29920', 'AT1G50250', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G01900', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52970']	92	103	30	12
87011	0.002	['AT1G29920', 'AT1G50250', 'AT1G54500', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500']	68	79	15	12
87132	0.002	['AT1G50250', 'AT1G50460', 'AT1G54500', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500']	68	79	15	12
88388	0.002	['AT1G22020', 'AT1G50460', 'AT1G54500', 'AT3G25480', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G16150', 'AT5G16660', 'AT5G19500']	68	83	11	16
88432	0.002	['AT1G50460', 'AT1G54500', 'AT3G25480', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500']	68	83	11	16
188659	0.002	['AT1G10170', 'AT1G14150', 'AT1G18730', 'AT1G42960', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G37660', 'AT2G40100', 'AT2G41330', 'AT3G01440', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT3G55330', 'AT4G04020', 'AT4G18370', 'AT4G31560', 'AT4G35770', 'AT4G37925', 'AT4G39460', 'AT5G03455', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G39830']	98	108	33	11
188661	0.002	['AT1G10170', 'AT1G14150', 'AT1G18730', 'AT1G42960', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G37660', 'AT2G40100', 'AT2G41330', 'AT3G01440', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT3G55330', 'AT4G04020', 'AT4G18370', 'AT4G31560', 'AT4G35770', 'AT4G39460', 'AT5G03455', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G39830']	98	108	33	11
123733	0.002	['AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G42220', 'AT2G42975', 'AT3G24590', 'AT3G60370', 'AT4G13010', 'AT5G16660', 'AT5G21430']	73	106	10	34
123763	0.002	['AT1G07510', 'AT1G15820', 'AT1G55370', 'AT1G74710', 'AT2G24020', 'AT2G43010', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G52970']	73	106	15	34
113494	0.002	['AT1G20810', 'AT1G22020', 'AT1G50460', 'AT1G54500', 'AT2G42975', 'AT2G43010', 'AT3G25480', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G16150', 'AT5G16660', 'AT5G19500']	72	83	15	12
124752	0.002	['AT1G06690', 'AT1G10170', 'AT1G17850', 'AT1G23740', 'AT1G30510', 'AT1G31180', 'AT1G54580', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G40400', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G26080', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G01900', 'AT4G24750', 'AT4G24930', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G42765']	74	85	30	12
124761	0.002	['AT1G06690', 'AT1G10170', 'AT1G17850', 'AT1G23740', 'AT1G30510', 'AT1G31180', 'AT1G54580', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G40400', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G26080', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G24750', 'AT4G24930', 'AT4G31560', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G42765']	74	85	30	12
129038	0.002	['AT1G06690', 'AT1G10170', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G10130', 'AT3G22690', 'AT3G55330', 'AT4G24750', 'AT4G35770']	74	107	10	34
129076	0.002	['AT1G06690', 'AT1G10170', 'AT1G29920', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G24750', 'AT4G35770', 'AT5G23890']	74	107	15	34
162431	0.002	['AT1G14590', 'AT1G18730', 'AT1G54580', 'AT2G01918', 'AT2G40400', 'AT3G10470', 'AT3G15110', 'AT4G18370', 'AT4G31560', 'AT5G03455', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42070', 'AT5G52780']	84	95	15	12
